===============================================================================
 GLIntercept version 1.34 Log generated on: Mon May 15 13:53:07 2017
 
===============================================================================

wglChoosePixelFormat(BF0117B9,0136CC0C)=9 
wglGetProcAddress("glDeleteProgramsNV")=1003A6F0 
wglGetProcAddress("glExecuteProgramNV")=1003A720 
wglGetProcAddress("glGenProgramsNV")=1003A750 
wglGetProcAddress("glGetProgramParameterdvNV")=1003A780 
wglGetProcAddress("glGetProgramParameterfvNV")=1003A7B0 
wglGetProcAddress("glGetProgramStringNV")=1003A7E0 
wglGetProcAddress("glGetProgramivNV")=1003A810 
wglGetProcAddress("glGetTrackMatrixivNV")=1003A840 
wglGetProcAddress("glGetVertexAttribPointerv...")=1003A870 
wglGetProcAddress("glGetVertexAttribdvNV")=1003A8A0 
wglGetProcAddress("glGetVertexAttribfvNV")=1003A8D0 
wglGetProcAddress("glGetVertexAttribivNV")=1003A900 
wglGetProcAddress("glIsProgramNV")=1003A930 
wglGetProcAddress("glLoadProgramNV")=1003A960 
wglGetProcAddress("glProgramParameter4dNV")=1003A990 
wglGetProcAddress("glProgramParameter4dvNV")=1003A9C0 
wglGetProcAddress("glProgramParameter4fNV")=1003A9F0 
wglGetProcAddress("glProgramParameter4fvNV")=1003AA20 
wglGetProcAddress("glProgramParameters4dvNV")=1003AA50 
wglGetProcAddress("glProgramParameters4fvNV")=1003AA80 
wglGetProcAddress("glRequestResidentPrograms...")=1003AAB0 
wglGetProcAddress("glTrackMatrixNV")=1003AAE0 
wglGetProcAddress("glVertexAttrib1dNV")=1003AB10 
wglGetProcAddress("glVertexAttrib1dvNV")=1003AB40 
wglGetProcAddress("glVertexAttrib1fNV")=1003AB70 
wglGetProcAddress("glVertexAttrib1fvNV")=1003ABA0 
wglGetProcAddress("glVertexAttrib1sNV")=1003ABD0 
wglGetProcAddress("glVertexAttrib1svNV")=1003AC00 
wglGetProcAddress("glVertexAttrib2dNV")=1003AC30 
wglGetProcAddress("glVertexAttrib2dvNV")=1003AC60 
wglGetProcAddress("glVertexAttrib2fNV")=1003AC90 
wglGetProcAddress("glVertexAttrib2fvNV")=1003ACC0 
wglGetProcAddress("glVertexAttrib2sNV")=1003ACF0 
wglGetProcAddress("glVertexAttrib2svNV")=1003AD20 
wglGetProcAddress("glVertexAttrib3dNV")=1003AD50 
wglGetProcAddress("glVertexAttrib3dvNV")=1003AD80 
wglGetProcAddress("glVertexAttrib3fNV")=1003ADB0 
wglGetProcAddress("glVertexAttrib3fvNV")=1003ADE0 
wglGetProcAddress("glVertexAttrib3sNV")=1003AE10 
wglGetProcAddress("glVertexAttrib3svNV")=1003AE40 
wglGetProcAddress("glVertexAttrib4dNV")=1003AE70 
wglGetProcAddress("glVertexAttrib4dvNV")=1003AEA0 
wglGetProcAddress("glVertexAttrib4fNV")=1003AED0 
wglGetProcAddress("glVertexAttrib4fvNV")=1003AF00 
wglGetProcAddress("glVertexAttrib4sNV")=1003AF30 
wglGetProcAddress("glVertexAttrib4svNV")=1003AF60 
wglGetProcAddress("glVertexAttrib4ubNV")=1003AF90 
wglGetProcAddress("glVertexAttrib4ubvNV")=1003AFC0 
wglGetProcAddress("glVertexAttribPointerNV")=1003AFF0 
wglGetProcAddress("glVertexAttribs1dvNV")=1003B020 
wglGetProcAddress("glVertexAttribs1fvNV")=1003B050 
wglGetProcAddress("glVertexAttribs1svNV")=1003B080 
wglGetProcAddress("glVertexAttribs2dvNV")=1003B0B0 
wglGetProcAddress("glVertexAttribs2fvNV")=1003B0E0 
wglGetProcAddress("glVertexAttribs2svNV")=1003B110 
wglGetProcAddress("glVertexAttribs3dvNV")=1003B140 
wglGetProcAddress("glVertexAttribs3fvNV")=1003B170 
wglGetProcAddress("glVertexAttribs3svNV")=1003B1A0 
wglGetProcAddress("glVertexAttribs4dvNV")=1003B1D0 
wglGetProcAddress("glVertexAttribs4fvNV")=1003B200 
wglGetProcAddress("glVertexAttribs4svNV")=1003B230 
wglGetProcAddress("glVertexAttribs4ubvNV")=1003B260 
wglGetProcAddress("glViewportSwizzleNV")=1003B290 
wglGetProcAddress("glAddSwapHintRectWIN")=1003B2C0 
wglGetProcAddress("wglGetExtensionsStringARB")=1003B2F0 
wglGetProcAddress("wglGetExtensionsStringEXT")=1003B320 
wglGetCurrentDC()=BF0117B9 
wglGetExtensionsStringARB(BF0117B9)="WGL_ARB_buffer_region WGL..." 
wglGetProcAddress("wglCreateBufferRegionARB")=1003B350 
wglGetProcAddress("wglDeleteBufferRegionARB")=1003B380 
wglGetProcAddress("wglRestoreBufferRegionARB")=1003B3B0 
wglGetProcAddress("wglSaveBufferRegionARB")=1003B3E0 
wglGetProcAddress("wglCreateContextAttribsAR...")=1003DFC0 
wglGetProcAddress("wglGetExtensionsStringARB")=1003B2F0 
wglGetProcAddress("wglGetCurrentReadDCARB")=1003B410 
wglGetProcAddress("wglMakeContextCurrentARB")=1003B440 
wglGetProcAddress("wglCreatePbufferARB")=1003B470 
wglGetProcAddress("wglDestroyPbufferARB")=1003B4A0 
wglGetProcAddress("wglGetPbufferDCARB")=1003B4D0 
wglGetProcAddress("wglQueryPbufferARB")=1003B500 
wglGetProcAddress("wglReleasePbufferDCARB")=1003B530 
wglGetProcAddress("wglChoosePixelFormatARB")=1003B560 
wglGetProcAddress("wglGetPixelFormatAttribfv...")=1003B590 
wglGetProcAddress("wglGetPixelFormatAttribiv...")=1003B5C0 
wglGetProcAddress("wglBindTexImageARB")=1003B5F0 
wglGetProcAddress("wglReleaseTexImageARB")=1003B620 
wglGetProcAddress("wglSetPbufferAttribARB")=1003B650 
wglGetProcAddress("wglGetExtensionsStringEXT")=1003B320 
wglGetProcAddress("wglGetSwapIntervalEXT")=1003B680 
wglGetProcAddress("wglSwapIntervalEXT")=1003B6B0 
wglGetProcAddress("wglDXCloseDeviceNV")=1003B6E0 
wglGetProcAddress("wglDXLockObjectsNV")=1003B710 
wglGetProcAddress("wglDXObjectAccessNV")=1003B740 
wglGetProcAddress("wglDXOpenDeviceNV")=1003B770 
wglGetProcAddress("wglDXRegisterObjectNV")=1003B7A0 
wglGetProcAddress("wglDXSetResourceShareHand...")=1003B7D0 
wglGetProcAddress("wglDXUnlockObjectsNV")=1003B800 
wglGetProcAddress("wglDXUnregisterObjectNV")=1003B830 
wglGetProcAddress("wglCopyImageSubDataNV")=00000000 
wglGetProcAddress("wglDelayBeforeSwapNV")=1003B860 
glGetFloatv(GL_MAX_TEXTURE_MAX_ANISOTROPY_EXT,0164E1CC)
glGetString(GL_VERSION)="4.5.0 NVIDIA 376.53" 
glGetString(GL_SHADING_LANGUAGE_VERSION)="4.50 NVIDIA" 
glGetString(GL_VENDOR)="NVIDIA Corporation" 
glGetString(GL_RENDERER)="GeForce GTX 970/PCIe/SSE2" 
glGetString(GL_EXTENSIONS)="GL_AMD_multi_draw_indirec..." 
glClearColor(0.000000,0.000000,0.000000,1.000000)
glCullFace(GL_BACK)
glFrontFace(GL_CCW)
glPointSize(10.000000)
glEnable(GL_CULL_FACE)
glEnable(GL_BLEND)
glBlendFunc(GL_SRC_ALPHA,GL_ONE_MINUS_SRC_ALPHA)
glClear(GL_DEPTH_BUFFER_BIT | GL_COLOR_BUFFER_BIT)
wglSwapBuffers(BF0117B9)=true 
wglMakeCurrent(00000000,00000000)=true 
wglDeleteContext(00010000)=true 
